"customer_id","Cluster","IsChurned","TotalSpent","Frequency","Recency","AvgOrderValue","OrdersPerMonth","LastPurchaseDate"
12393,"2",0,1582.6,4,71.88125,395.65,1.33333333333333,2011-09-28 15:41:00
12394,"2",0,1272.48,2,63.1958333333333,636.24,1,2011-10-07 08:08:00
12395,"1",0,3018.63,12,18.8951388888889,251.5525,1.5,2011-11-20 15:21:00
12397,"1",0,2409.9,2,35.1236111111111,1204.95,1,2011-11-04 09:52:00
12398,"2",0,1635.66,1,45.0993055555556,1635.66,1,2011-10-25 10:27:00
12399,"2",1,1108.65,4,118.982638888889,277.1625,1,2011-08-12 13:15:00
12401,"3",1,84.3,1,302.958333333333,84.3,1,2011-02-09 13:50:00
12402,"3",1,225.6,1,322.959027777778,225.6,1,2011-01-20 13:49:00
12403,"3",0,427.7,1,49.0826388888889,427.7,1,2011-10-21 10:51:00
12405,"2",1,1710.39,1,148.165277777778,1710.39,1,2011-07-14 08:52:00
12406,"1",0,3415.3,2,21.7277777777778,1707.65,1,2011-11-17 19:22:00
12407,"1",0,1708.12,5,49.1104166666667,341.624,1.25,2011-10-21 10:11:00
12408,"1",0,2888.55,5,32.0159722222222,577.71,1.25,2011-11-07 12:27:00
12409,"1",0,11072.67,3,78.0916666666667,3690.89,1.5,2011-09-22 10:38:00
12410,"2",1,693.33,2,308.090972222222,346.665,2,2011-02-04 10:39:00
12412,"2",0,1226.88,3,74.1069444444445,408.96,1,2011-09-26 10:16:00
12413,"2",0,758.1,3,66.1597222222222,252.7,1,2011-10-04 09:00:00
12414,"3",1,562.41,3,216.915972222222,187.47,1,2011-05-06 14:51:00
12415,"1",0,124914.53,21,23.9361111111111,5948.31095238095,1.90909090909091,2011-11-15 14:22:00
12417,"1",0,3649.1,9,2.91527777777778,405.455555555556,1.125,2011-12-06 14:52:00
12418,"2",1,668.58,1,112.070833333333,668.58,1,2011-08-19 11:08:00
12420,"2",0,600.39,1,63.1631944444444,600.39,1,2011-10-07 08:55:00
12421,"2",0,807.04,4,15.1548611111111,201.76,1,2011-11-24 09:07:00
12422,"2",1,803.56,3,95.1263888888889,267.853333333333,1,2011-09-05 09:48:00
12423,"1",0,1859.31,8,0.111111111111111,232.41375,1,2011-12-09 10:10:00
12424,"2",1,1760.96,2,162.030555555556,880.48,2,2011-06-30 12:06:00
12425,"2",0,777.2,1,77.8048611111111,777.2,1,2011-09-22 17:31:00
12426,"2",1,582.73,1,194.016666666667,582.73,1,2011-05-29 12:26:00
12427,"2",0,825.8,3,21.1625,275.266666666667,1,2011-11-18 08:56:00
12428,"1",0,7956.46,9,25.1861111111111,884.051111111111,1.8,2011-11-14 08:22:00
12429,"1",0,3750.4,4,8.81111111111111,937.6,1,2011-11-30 17:22:00
12430,"3",0,256.4,1,42.9034722222222,256.4,1,2011-10-27 15:09:00
12431,"1",0,6487.45,15,35.0381944444444,432.496666666667,1.875,2011-11-04 11:55:00
12432,"1",0,5059.32,5,42.0465277777778,1011.864,2.5,2011-10-28 11:43:00
12433,"1",0,13375.87,7,0.116666666666667,1910.83857142857,1.4,2011-12-09 10:02:00
12434,"2",0,806.14,2,84.0083333333333,403.07,1,2011-09-16 12:38:00
12435,"1",0,7829.89,2,79.1555555555556,3914.945,1,2011-09-21 09:06:00
12436,"2",1,509.01,1,99.0284722222222,509.01,1,2011-09-01 12:09:00
12437,"1",0,4951.41,18,1.05208333333333,275.078333333333,1.8,2011-12-08 11:35:00
12438,"1",0,2906.85,2,13.9736111111111,1453.425,1,2011-11-25 13:28:00
12441,"3",1,173.55,1,366.086805555556,173.55,1,2010-12-08 10:45:00
12442,"3",0,172.06,1,2.93611111111111,172.06,1,2011-12-06 14:22:00
12444,"1",0,5005.46,5,20.9770833333333,1001.092,1,2011-11-18 13:23:00
12445,"3",0,133.4,1,21.7548611111111,133.4,1,2011-11-17 18:43:00
12446,"2",0,1002.31,1,57,1002.31,1,2011-10-13 12:50:00
12447,"2",1,476.49,1,242.975694444444,476.49,1,2011-04-10 13:25:00
12448,"2",0,449.45,1,43.9611111111111,449.45,1,2011-10-26 13:46:00
12449,"1",0,4067.29,4,21.9611111111111,1016.8225,1,2011-11-17 13:46:00
12450,"3",1,197.88,2,155.922916666667,98.94,1,2011-07-06 14:41:00
12451,"1",0,9035.52,5,10.1736111111111,1807.104,1.25,2011-11-29 08:40:00
12452,"2",0,430.57,2,16.0986111111111,215.285,2,2011-11-23 10:28:00
12453,"2",1,707.09,1,133.945833333333,707.09,1,2011-07-28 14:08:00
12454,"2",0,3528.34,1,55.8173611111111,3528.34,1,2011-10-14 17:13:00
12455,"1",0,2466.86,6,72.8881944444445,411.143333333333,1.2,2011-09-27 15:31:00
12456,"1",0,3181.04,3,43.9229166666667,1060.34666666667,1,2011-10-26 14:41:00
12457,"1",0,2363.23,7,65.9840277777778,337.604285714286,2.33333333333333,2011-10-04 13:13:00
12458,"2",0,947.4,2,70.8923611111111,473.7,1,2011-09-29 15:25:00
12461,"2",1,826.88,2,93.8284722222222,413.44,1,2011-09-06 16:57:00
12462,"2",0,1189.59,2,18.1520833333333,594.795,1,2011-11-21 09:11:00
12463,"2",0,1344.78,4,52.9625,336.195,1,2011-10-17 13:44:00
12464,"3",0,1212.05,8,9.97013888888889,151.50625,1.6,2011-11-29 13:33:00
12465,"2",0,742.19,2,16.8444444444444,371.095,1,2011-11-22 16:34:00
12468,"2",1,729.54,2,187.051388888889,364.77,1,2011-06-05 11:36:00
12471,"1",0,19824.05,30,1.87986111111111,660.801666666667,2.5,2011-12-07 15:43:00
12472,"1",0,6572.11,7,31.9506944444444,938.872857142857,1,2011-11-07 14:01:00
12473,"1",0,3938.55,5,28.9611111111111,787.71,1.25,2011-11-10 13:46:00
12474,"1",0,7375.79,18,16.9243055555556,409.766111111111,2,2011-11-22 14:39:00
12475,"2",0,723.38,1,53.1111111111111,723.38,1,2011-10-17 10:10:00
12476,"1",0,6816.42,11,15.0069444444444,619.674545454545,1.22222222222222,2011-11-24 12:40:00
12477,"1",0,13219.74,6,22.1243055555556,2203.29,1.2,2011-11-17 09:51:00
12478,"2",0,680.99,1,3.12083333333333,680.99,1,2011-12-06 09:56:00
12479,"2",0,527.2,1,10.975,527.2,1,2011-11-28 13:26:00
12480,"1",0,3281.63,4,27.9152777777778,820.4075,1,2011-11-11 14:52:00
12481,"1",0,5596.32,10,22.18125,559.632,1.42857142857143,2011-11-17 08:29:00
12483,"1",0,2484.98,8,16.825,310.6225,1.14285714285714,2011-11-22 17:02:00
12484,"1",0,4541.72,6,32.0506944444444,756.953333333333,1.5,2011-11-07 11:37:00
12488,"2",0,1298.66,3,9.16666666666667,432.886666666667,1,2011-11-30 08:50:00
12489,"3",1,334.93,1,335.984027777778,334.93,1,2011-01-07 13:13:00
12490,"1",0,5417.93,10,4.86319444444444,541.793,1.25,2011-12-04 16:07:00
12491,"2",0,460.4,1,38.0222222222222,460.4,1,2011-11-01 12:18:00
12492,"3",0,263.21,2,62.8993055555556,131.605,1,2011-10-07 15:15:00
12493,"3",1,433.74,2,165.10625,216.87,1,2011-06-27 10:17:00
12494,"1",0,1246.1,7,15.1361111111111,178.014285714286,1.16666666666667,2011-11-24 09:34:00
12497,"2",0,1043.1,1,81.0145833333333,1043.1,1,2011-09-19 12:29:00
12498,"2",0,403.7,3,20.9979166666667,134.566666666667,1.5,2011-11-18 12:53:00
12500,"1",0,4257.82,11,22.8541666666667,387.074545454545,1.57142857142857,2011-11-16 16:20:00
12501,"2",1,2169.39,1,336.015277777778,2169.39,1,2011-01-07 12:28:00
12502,"1",1,3723.87,5,95.0402777777778,744.774,1,2011-09-05 11:52:00
12504,"3",0,482.05,2,17.8666666666667,241.025,2,2011-11-21 16:02:00
12506,"3",1,73.5,1,232.163888888889,73.5,1,2011-04-21 08:54:00
12507,"2",1,1304.81,3,133.820138888889,434.936666666667,1.5,2011-07-28 17:09:00
12508,"2",0,398.27,2,25.8840277777778,199.135,2,2011-11-13 15:37:00
12509,"3",1,176.5,1,283.920138888889,176.5,1,2011-02-28 14:45:00
12510,"2",1,982.57,2,142.107638888889,491.285,1,2011-07-20 10:15:00
12512,"3",0,138.03,2,65.9131944444444,69.015,2,2011-10-04 14:55:00
12513,"2",1,612.29,1,112.082638888889,612.29,1,2011-08-19 10:51:00
12514,"2",1,1017.68,1,266.841666666667,1017.68,1,2011-03-17 16:38:00
12515,"3",1,383.7,1,352.879861111111,383.7,1,2010-12-21 15:43:00
12516,"2",0,1312.06,2,77.1506944444444,656.03,1,2011-09-23 09:13:00
12517,"1",0,2502.84,5,27.9486111111111,500.568,1.25,2011-11-11 14:04:00
12518,"1",0,2056.89,5,0.109027777777778,411.378,1,2011-12-09 10:13:00
12519,"2",0,340.84,1,63.1416666666667,340.84,1,2011-10-07 09:26:00
12520,"1",0,2634.26,5,78.89375,526.852,1.25,2011-09-21 15:23:00
12521,"2",1,599.68,1,142.082638888889,599.68,1,2011-07-20 10:51:00
12522,"3",0,192.72,2,38.8888888888889,96.36,2,2011-10-31 15:30:00
12523,"1",0,1789.77,11,18.9965277777778,162.706363636364,1.22222222222222,2011-11-20 12:55:00
12524,"1",0,4485.72,8,8.88819444444444,560.715,1.14285714285714,2011-11-30 15:31:00
12526,"2",0,1316.66,3,0.0284722222222222,438.886666666667,1,2011-12-09 12:09:00
12527,"3",0,348.71,3,81.0381944444444,116.236666666667,1,2011-09-19 11:55:00
12528,"1",0,1933.48,6,8.92361111111111,322.246666666667,1,2011-11-30 14:40:00
12530,"1",0,1662.28,4,59.0111111111111,415.57,1,2011-10-11 12:34:00
12531,"3",0,125.22,1,14.0680555555556,125.22,1,2011-11-25 11:12:00
12532,"2",0,349.83,1,29.9604166666667,349.83,1,2011-11-09 13:47:00
12534,"2",1,1089.18,1,130.1,1089.18,1,2011-08-01 10:26:00
12535,"2",1,716.35,2,91.1680555555556,358.175,1,2011-09-09 08:48:00
12536,"1",0,12601.83,3,42.9375,4200.61,3,2011-10-27 14:20:00
12538,"2",0,363.95,1,28.8152777777778,363.95,1,2011-11-10 17:16:00
12539,"1",0,5568.35,4,21.9722222222222,1392.0875,1.33333333333333,2011-11-17 13:30:00
12540,"1",0,13400.24,17,19.0548611111111,788.249411764706,1.54545454545455,2011-11-20 11:31:00
12541,"2",0,981.18,3,29.0902777777778,327.06,1,2011-11-10 10:40:00
12544,"2",0,372.7,1,35.8576388888889,372.7,1,2011-11-03 16:15:00
12545,"2",0,1000.39,2,74.9659722222222,500.195,1,2011-09-25 13:39:00
12546,"2",0,1161.5,2,46.0284722222222,580.75,1,2011-10-24 12:09:00
12547,"3",1,207.8,2,197.008333333333,103.9,1,2011-05-26 12:38:00
12548,"3",1,95.2,1,165.885416666667,95.2,1,2011-06-26 15:35:00
12550,"2",0,964.83,1,78.9270833333333,964.83,1,2011-09-21 14:35:00
12551,"3",1,168,1,357.060416666667,168,1,2010-12-17 11:23:00
12552,"2",0,437.82,2,38.1166666666667,218.91,1,2011-11-01 10:02:00
12553,"1",0,3692.28,10,7.84166666666667,369.228,1.11111111111111,2011-12-01 16:38:00
12556,"2",0,603.71,2,49.9888888888889,301.855,1,2011-10-20 13:06:00
12557,"1",0,11990.96,5,15.8270833333333,2398.192,1,2011-11-23 16:59:00
12558,"2",0,269.96,1,7.08958333333333,269.96,1,2011-12-02 10:41:00
12559,"3",1,561.71,2,310.125694444444,280.855,1,2011-02-02 09:49:00
12560,"1",0,2134.01,3,4.95555555555556,711.336666666667,1,2011-12-04 13:54:00
12561,"3",1,238.85,1,302.049305555556,238.85,1,2011-02-10 11:39:00
12562,"1",0,3781.74,7,7.8125,540.248571428571,1,2011-12-01 17:20:00
12564,"2",1,456.9,1,260.913194444444,456.9,1,2011-03-23 14:55:00
12565,"3",1,145.92,1,288.094444444444,145.92,1,2011-02-24 10:34:00
12566,"2",0,351.65,1,85.9305555555556,351.65,1,2011-09-14 14:30:00
12567,"1",0,9401.28,10,22.075,940.128,1.42857142857143,2011-11-17 11:02:00
12569,"1",0,4124.69,32,1.85138888888889,128.8965625,3.55555555555556,2011-12-07 16:24:00
12571,"2",0,519.61,2,39.1048611111111,259.805,1,2011-10-31 10:19:00
12572,"2",0,1020.42,2,8.14583333333333,510.21,1,2011-12-01 09:20:00
12573,"3",1,160.54,1,226.873611111111,160.54,1,2011-04-26 15:52:00
12574,"3",1,218.45,1,315.145833333333,218.45,1,2011-01-28 09:20:00
12576,"1",0,1315.83,5,35.1104166666667,263.166,1,2011-11-04 10:11:00
12577,"2",0,657.8,3,34.9763888888889,219.266666666667,1.5,2011-11-04 13:24:00
12578,"1",0,2794.51,2,20.9722222222222,1397.255,1,2011-11-18 13:30:00
12579,"2",0,440.42,1,77.8159722222222,440.42,1,2011-09-22 17:15:00
12580,"2",1,415.7,1,246.101388888889,415.7,1,2011-04-07 10:24:00
12581,"2",0,197.71,1,39.1625,197.71,1,2011-10-31 08:56:00
12582,"2",1,511.36,2,238.170138888889,255.68,1,2011-04-15 08:45:00
12583,"1",0,7281.38,15,2.19652777777778,485.425333333333,1.25,2011-12-07 08:07:00
12584,"1",0,2338.15,9,3.13541666666667,259.794444444444,1.125,2011-12-06 09:35:00
12585,"2",1,2040.1,2,233.965972222222,1020.05,1,2011-04-19 13:39:00
12586,"3",0,196.94,1,16.8513888888889,196.94,1,2011-11-22 16:24:00
12587,"3",0,144,1,7.00208333333333,144,1,2011-12-02 12:47:00
12588,"3",0,214.9,1,38.9090277777778,214.9,1,2011-10-31 15:01:00
12589,"2",0,646.68,2,28.1048611111111,323.34,1,2011-11-11 10:19:00
12590,"1",1,9864.26,2,210.915277777778,4932.13,2,2011-05-12 14:52:00
12591,"2",1,452.85,1,316.927083333333,452.85,1,2011-01-26 14:35:00
12592,"3",1,437.6,2,91.9069444444444,218.8,1,2011-09-08 15:04:00
12593,"3",1,418.1,3,108.004861111111,139.366666666667,1.5,2011-08-23 12:43:00
12594,"1",0,3338.22,10,37.0208333333333,333.822,1.11111111111111,2011-11-02 12:20:00
12596,"2",0,618.27,2,50.9916666666667,309.135,1,2011-10-19 13:02:00
12597,"1",0,3811.22,4,18.9701388888889,952.805,1,2011-11-20 13:33:00
12598,"1",0,3023.08,8,9.02222222222222,377.885,1.6,2011-11-30 12:18:00
12599,"1",0,1032.58,7,28.9694444444444,147.511428571429,1.16666666666667,2011-11-10 13:34:00
12600,"1",0,2599.04,10,28.0979166666667,259.904,1.11111111111111,2011-11-11 10:29:00
12601,"3",1,577.06,5,189.10625,115.412,1,2011-06-03 10:17:00
12602,"3",0,153.12,1,58.0611111111111,153.12,1,2011-10-12 11:22:00
12603,"3",0,739.2,1,21.0888888888889,739.2,1,2011-11-18 10:42:00
12604,"3",0,254.18,2,78.9458333333333,127.09,1,2011-09-21 14:08:00
12607,"2",0,1579.51,1,59.8638888888889,1579.51,1,2011-10-10 16:06:00
12609,"2",0,1126.85,3,77.8444444444444,375.616666666667,1,2011-09-22 16:34:00
12610,"1",0,2099.54,5,22.1361111111111,419.908,1.66666666666667,2011-11-17 09:34:00
12611,"2",0,1193.32,1,51.9847222222222,1193.32,1,2011-10-18 13:12:00
12612,"2",0,704.04,1,73.8854166666667,704.04,1,2011-09-26 15:35:00
12613,"1",0,3344.38,5,56.9104166666667,668.876,1.66666666666667,2011-10-13 14:59:00
12614,"3",1,315.6,1,277.102777777778,315.6,1,2011-03-07 10:22:00
12615,"1",0,2291.19,4,1.90833333333333,572.7975,1,2011-12-07 15:02:00
12616,"2",1,713.3,2,94.8979166666667,356.65,1,2011-09-05 15:17:00
12617,"2",0,355.53,1,28.9243055555556,355.53,1,2011-11-10 14:39:00
12618,"3",0,177.31,1,21.0694444444444,177.31,1,2011-11-18 11:10:00
12619,"1",0,3641.24,9,15.9152777777778,404.582222222222,1.5,2011-11-23 14:52:00
12620,"1",0,1339.41,3,14.1041666666667,446.47,1,2011-11-25 10:20:00
12621,"1",0,13689.67,20,1.05902777777778,684.4835,1.66666666666667,2011-12-08 11:25:00
12622,"3",1,180.1,1,231.840972222222,180.1,1,2011-04-21 16:39:00
12623,"3",1,305.1,1,275.958333333333,305.1,1,2011-03-08 13:50:00
12624,"2",1,641.13,2,105.906944444444,320.565,1,2011-08-25 15:04:00
12625,"1",1,2683.82,2,211.122222222222,1341.91,1,2011-05-12 09:54:00
12626,"1",0,6620.48,9,22.8638888888889,735.608888888889,1.5,2011-11-16 16:06:00
12627,"1",0,4478.53,7,10.0298611111111,639.79,1.4,2011-11-29 12:07:00
12628,"2",0,786.46,3,3.98263888888889,262.153333333333,1,2011-12-05 13:15:00
12630,"2",0,1270.88,2,9.08472222222222,635.44,1,2011-11-30 10:48:00
12631,"2",0,640.5,1,56.95625,640.5,1,2011-10-13 13:53:00
12633,"1",0,2163.98,4,58.0486111111111,540.995,1,2011-10-12 11:40:00
12635,"2",0,1689.18,2,89.0736111111111,844.59,1,2011-09-11 11:04:00
12637,"1",0,6021.9,8,66.9611111111111,752.7375,1.33333333333333,2011-10-03 13:46:00
12638,"2",0,671.69,1,32.9854166666667,671.69,1,2011-11-06 13:11:00
12639,"2",1,486.1,1,238.001388888889,486.1,1,2011-04-15 12:48:00
12640,"2",0,1174.58,3,23.0402777777778,391.526666666667,1.5,2011-11-16 11:52:00
12641,"3",1,185.9,1,114.975,185.9,1,2011-08-16 13:26:00
12642,"2",0,1013.26,3,24.9076388888889,337.753333333333,1,2011-11-14 15:03:00
12643,"1",1,3344.64,6,127.995833333333,557.44,1.5,2011-08-03 12:56:00
12644,"2",1,477.91,1,129.095138888889,477.91,1,2011-08-02 10:33:00
12645,"1",0,1775.18,4,33.0083333333333,443.795,1,2011-11-06 12:38:00
12646,"2",0,1346.97,2,4.10833333333333,673.485,1,2011-12-05 10:14:00
12647,"1",0,3722.82,12,21.9958333333333,310.235,1.5,2011-11-17 12:56:00
12648,"2",1,318.05,1,154.038194444444,318.05,1,2011-07-08 11:55:00
12649,"2",1,623.51,3,106.922916666667,207.836666666667,1.5,2011-08-24 14:41:00
12650,"2",0,314.44,1,2.84444444444444,314.44,1,2011-12-06 16:34:00
12651,"3",1,114,1,334.002777777778,114,1,2011-01-09 12:46:00
12652,"2",1,919.98,1,330.909722222222,919.98,1,2011-01-12 15:00:00
12653,"2",1,2209.85,2,148.089583333333,1104.925,1,2011-07-14 10:41:00
12654,"2",0,601.98,5,10.1111111111111,120.396,1.66666666666667,2011-11-29 10:10:00
12656,"1",0,4051.17,5,16.9638888888889,810.234,1,2011-11-22 13:42:00
12657,"1",0,1643.18,4,10.8770833333333,410.795,1.33333333333333,2011-11-28 15:47:00
12658,"2",0,686.05,1,18.1027777777778,686.05,1,2011-11-21 10:22:00
12659,"3",1,91.68,1,29.0395833333333,91.68,1,2011-11-10 11:53:00
12660,"2",0,245.1,1,10.975,245.1,1,2011-11-28 13:26:00
12662,"1",0,3849.78,11,0.0354166666666667,349.98,1.1,2011-12-09 11:59:00
12664,"1",0,4881.88,9,7.82152777777778,542.431111111111,1.28571428571429,2011-12-01 17:07:00
12665,"3",1,63,1,324.177777777778,63,1,2011-01-19 08:34:00
12667,"2",0,620.13,1,57.8263888888889,620.13,1,2011-10-12 17:00:00
12668,"1",0,3807.15,4,11.0791666666667,951.7875,1,2011-11-28 10:56:00
12669,"1",1,2744.03,3,150.122222222222,914.676666666667,1,2011-07-12 09:54:00
12670,"1",0,2996.05,5,9.89375,599.21,1.25,2011-11-29 15:23:00
12672,"3",1,225.9,1,329.145833333333,225.9,1,2011-01-14 09:20:00
12673,"2",0,610.52,2,4.95486111111111,305.26,1,2011-12-04 13:55:00
12674,"1",0,1970.6,4,38.0263888888889,492.65,1,2011-11-01 12:12:00
12676,"1",0,1331.39,6,24.0173611111111,221.898333333333,1,2011-11-15 12:25:00
12678,"1",0,17628.46,12,41.9902777777778,1469.03833333333,1.33333333333333,2011-10-28 13:04:00
12679,"2",0,1113.02,4,58.0138888888889,278.255,1,2011-10-12 12:30:00
12680,"2",0,862.81,4,0,215.7025,1.33333333333333,2011-12-09 12:50:00
12681,"1",0,13787.54,22,14.0534722222222,626.706363636364,2.2,2011-11-25 11:33:00
12682,"1",0,12288.22,31,3.11805555555556,396.394193548387,2.38461538461538,2011-12-06 10:00:00
12683,"1",0,8476.57,15,3.84652777777778,565.104666666667,1.66666666666667,2011-12-05 16:31:00
12684,"1",0,2283.63,7,7.12291666666667,326.232857142857,1.4,2011-12-02 09:53:00
12685,"1",0,2863.08,6,27.9611111111111,477.18,2,2011-11-11 13:46:00
12686,"3",1,89.14,1,371.124305555556,89.14,1,2010-12-03 09:51:00
12688,"1",1,4873.81,1,113.167361111111,4873.81,1,2011-08-18 08:49:00
12689,"2",0,1247.61,2,25.1798611111111,623.805,1,2011-11-14 08:31:00
12690,"2",1,389.01,1,205.153472222222,389.01,1,2011-05-18 09:09:00
12691,"2",0,1035.8,6,27.8340277777778,172.633333333333,1.2,2011-11-11 16:49:00
12693,"2",1,855.91,4,126.790972222222,213.9775,1,2011-08-04 17:51:00
12694,"2",0,869.67,2,69.9888888888889,434.835,1,2011-09-30 13:06:00
12695,"2",0,582.1,4,6.97777777777778,145.525,1,2011-12-02 13:22:00
12697,"2",0,957.59,3,28.16875,319.196666666667,1,2011-11-11 08:47:00
12700,"1",0,4939.99,4,7.08541666666667,1234.9975,1,2011-12-02 10:47:00
12701,"2",0,797.71,2,79.0854166666667,398.855,1,2011-09-21 10:47:00
12702,"3",0,219,1,19.0930555555556,219,1,2011-11-20 10:36:00
12703,"2",0,283.55,1,70.7902777777778,283.55,1,2011-09-29 17:52:00
12704,"1",0,2340.84,8,6.98263888888889,292.605,1.6,2011-12-02 13:15:00
12705,"1",0,6868.29,9,14.98125,763.143333333333,1.28571428571429,2011-11-24 13:17:00
12707,"2",1,603.42,1,291.175,603.42,1,2011-02-21 08:38:00
12708,"1",0,2712.91,10,29.1236111111111,271.291,1.11111111111111,2011-11-10 09:52:00
12709,"1",0,9736.52,15,14.8833333333333,649.101333333333,1.5,2011-11-24 15:38:00
12710,"2",1,1149.02,3,96.0347222222222,383.006666666667,1,2011-09-04 12:00:00
12712,"1",0,4396.13,13,28.1881944444444,338.163846153846,1.3,2011-11-11 08:19:00
12713,"2",0,848.55,1,0.0236111111111111,848.55,1,2011-12-09 12:16:00
12714,"1",0,4708.86,5,8.87986111111111,941.772,1,2011-11-30 15:43:00
12715,"2",1,353.86,1,105.894444444444,353.86,1,2011-08-25 15:22:00
12716,"2",0,1053.49,2,3.16319444444444,526.745,1,2011-12-06 08:55:00
12717,"2",1,1030.98,2,150.91875,515.49,1,2011-07-11 14:47:00
12718,"2",0,238.25,1,70.8416666666667,238.25,1,2011-09-29 16:38:00
12719,"2",0,644.95,2,4.96180555555556,322.475,1,2011-12-04 13:45:00
12720,"1",0,5781.73,25,2.19930555555556,231.2692,1.92307692307692,2011-12-07 08:03:00
12721,"1",0,2656.13,6,31.0256944444444,442.688333333333,1,2011-11-08 12:13:00
12722,"2",0,997.63,4,84.9166666666667,249.4075,1.33333333333333,2011-09-15 14:50:00
12723,"2",0,725.07,5,3.10486111111111,145.014,1.66666666666667,2011-12-06 10:19:00
12724,"2",0,1031.41,4,4.86666666666667,257.8525,1,2011-12-04 16:02:00
12725,"2",1,427.8,1,370.878472222222,427.8,1,2010-12-03 15:45:00
12726,"1",0,2609.1,7,27.96875,372.728571428571,1,2011-11-11 13:35:00
12727,"1",0,3980.7,7,10.0444444444444,568.671428571429,1.16666666666667,2011-11-29 11:46:00
12728,"2",0,836.33,4,70.8881944444445,209.0825,1,2011-09-29 15:31:00
12729,"2",1,453.01,1,113.048611111111,453.01,1,2011-08-18 11:40:00
12731,"1",0,18895.91,12,23.0354166666667,1574.65916666667,1.2,2011-11-16 11:59:00
12732,"3",1,236.26,1,179.053472222222,236.26,1,2011-06-13 11:33:00
12733,"2",1,383.95,1,233.854861111111,383.95,1,2011-04-19 16:19:00
12734,"3",1,110.4,1,352.002083333333,110.4,1,2010-12-22 12:47:00
12735,"2",1,779.57,2,314.967361111111,389.785,2,2011-01-28 13:37:00
12736,"3",1,234,1,332.203472222222,234,1,2011-01-11 07:57:00
12738,"3",1,155.35,1,371.765972222222,155.35,1,2010-12-02 18:27:00
12739,"2",0,1013.04,2,77.9930555555556,506.52,2,2011-09-22 13:00:00
12740,"2",0,427.6,1,63.0875,427.6,1,2011-10-07 10:44:00
12743,"2",1,546.43,2,133.853472222222,273.215,2,2011-07-28 16:21:00
12744,"1",0,21279.29,7,51.0638888888889,3039.89857142857,1.75,2011-10-19 11:18:00
